concept_id,concept_code,concept_name,vocabulary_id,fluid,category
43182469,OMOP479313,Calcium Chloride 0.2 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML [RINGER FRESENIUS],RxNorm Extension,ringer,balanced
44084768,OMOP1079399,Calcium Chloride 0.2 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 1.8 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution,RxNorm Extension,ringer,balanced
44112715,OMOP1107346,Calcium Chloride 0.2 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 1.8 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Potassium Chloride In Lactated Ringer'S],RxNorm Extension,ringer,balanced
44055177,OMOP1049808,Calcium Chloride 0.2 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 1.8 MG/ML / Sodium Chloride 6 MG/ML [Potassium Chloride In Lactated Ringer'S],RxNorm Extension,ringer,balanced
44033090,OMOP1027721,Calcium Chloride 0.2 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 3.36 MG/ML / Sodium Chloride 6 MG/ML Injection,RxNorm Extension,ringer,balanced
43027251,OMOP4842344,Calcium Chloride 0.2 MG/ML / Potassium Chloride 0.4 MG/ML / sodium (s) lactate 3.17 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution,RxNorm Extension,ringer,balanced
43027252,OMOP4842345,Calcium Chloride 0.2 MG/ML / Potassium Chloride 0.4 MG/ML / sodium (s) lactate 3.17 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution Box of 10,RxNorm Extension,ringer,balanced
43200057,OMOP432697,Calcium Chloride 0.3 MG/ML / Glucose 50 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe,RxNorm Extension,ringer,balanced
43156106,OMOP432698,Calcium Chloride 0.3 MG/ML / Glucose 50 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe Box of 1,RxNorm Extension,ringer,balanced
43200058,OMOP432699,Calcium Chloride 0.3 MG/ML / Glucose 50 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe [RINGER LACTATE GLUCOSE A],RxNorm Extension,ringer,balanced
43133970,OMOP432700,Calcium Chloride 0.3 MG/ML / Glucose 50 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe [RINGER LACTATE GLUCOSE A] Box of 1,RxNorm Extension,ringer,balanced
43167028,OMOP432696,Calcium Chloride 0.3 MG/ML / Glucose 50 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML [RINGER LACTATE GLUCOSE A],RxNorm Extension,ringer,balanced
43266712,OMOP533442,Calcium Chloride 0.3 MG/ML / Glucose 50 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injection,RxNorm Extension,ringer,balanced
43279018,OMOP545582,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injection,RxNorm Extension,ringer,balanced
43268088,OMOP545583,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injection Box of 18,RxNorm Extension,ringer,balanced
43262633,OMOP545586,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injection Box of 20,RxNorm Extension,ringer,balanced
43268089,OMOP545587,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injection Box of 30,RxNorm Extension,ringer,balanced
43279019,OMOP545588,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injection Box of 35,RxNorm Extension,ringer,balanced
43295244,OMOP545585,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injection Box of 40,RxNorm Extension,ringer,balanced
43170704,OMOP472631,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe,RxNorm Extension,ringer,balanced
43159823,OMOP472670,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe Box of 1,RxNorm Extension,ringer,balanced
43214584,OMOP472632,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe Box of 10,RxNorm Extension,ringer,balanced
43192680,OMOP472672,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe Box of 12,RxNorm Extension,ringer,balanced
43181710,OMOP472633,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe Box of 20,RxNorm Extension,ringer,balanced
43214588,OMOP472671,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe Box of 6,RxNorm Extension,ringer,balanced
43170713,OMOP472673,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe [RINGER LACTATE AGUETTANT],RxNorm Extension,ringer,balanced
43159824,OMOP472674,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe [RINGER LACTATE AGUETTANT] Box of 1,RxNorm Extension,ringer,balanced
43159825,OMOP472675,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe [RINGER LACTATE PHARMACIE CENTRALE DES ARMEES],RxNorm Extension,ringer,balanced
43181713,OMOP472677,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe [RINGER LACTATE PHARMACIE CENTRALE DES ARMEES] Box of 12,RxNorm Extension,ringer,balanced
43214589,OMOP472676,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe [RINGER LACTATE PHARMACIE CENTRALE DES ARMEES] Box of 6,RxNorm Extension,ringer,balanced
43203739,OMOP472634,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe [RINGER LACTATE VIAFLO],RxNorm Extension,ringer,balanced
43170705,OMOP472635,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe [RINGER LACTATE VIAFLO] Box of 10,RxNorm Extension,ringer,balanced
43214585,OMOP472636,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe [RINGER LACTATE VIAFLO] Box of 20,RxNorm Extension,ringer,balanced
43148616,OMOP472667,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML [RINGER LACTATE AGUETTANT],RxNorm Extension,ringer,balanced
43203743,OMOP472668,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML [RINGER LACTATE PHARMACIE CENTRALE DES ARMEES],RxNorm Extension,ringer,balanced
43137688,OMOP472630,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML [RINGER LACTATE VIAFLO],RxNorm Extension,ringer,balanced
43289803,OMOP545591,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Topical Solution,RxNorm Extension,ringer,balanced
43262634,OMOP545589,Calcium Chloride 0.3 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 2.2 MG/ML / Sodium Chloride 6 MG/ML Injection,RxNorm Extension,ringer,balanced
42918208,OMOP4645092,1000 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [B.BRAUN HARTMANNS],RxNorm Extension,hartmann,balanced
2022916,OMOP4921418,1000 ML calcium chloride 0.2 MG/ML / glucose 50 MG/ML / lactate 6.1 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML Injectable Solution [DAIHAN HARTMANN DEX],RxNorm Extension,hartmann,balanced
2022917,OMOP4921419,1000 ML calcium chloride 0.2 MG/ML / glucose 50 MG/ML / lactate 6.1 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML Injectable Solution [DAIHAN HARTMANN DEX] by Daihan,RxNorm Extension,hartmann,balanced
42918200,OMOP4645085,1000 ML Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANN D CJ],RxNorm Extension,hartmann,balanced
2022918,OMOP4921420,1000 ML calcium chloride 0.2 MG/ML / glucose 50 MG/ML / lactate 6.1 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML Injectable Solution [HARTMANN DEX],RxNorm Extension,hartmann,balanced
2022919,OMOP4921421,1000 ML calcium chloride 0.2 MG/ML / glucose 50 MG/ML / lactate 6.1 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML Injectable Solution [HARTMANN DEX] by JW,RxNorm Extension,hartmann,balanced
42918201,OMOP4645086,1000 ML Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANNDEX DAIHAN],RxNorm Extension,hartmann,balanced
42918199,OMOP4645084,1000 ML Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANNS DEX],RxNorm Extension,hartmann,balanced
42918205,OMOP4645089,1000 ML Calcium Chloride 0.2 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANN],RxNorm Extension,hartmann,balanced
2022865,OMOP4921355,1000 ML calcium chloride 0.2 MG/ML / lactate 3.1 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML Injectable Solution [HARTMANN] by Daihan,RxNorm Extension,hartmann,balanced
2022866,OMOP4921356,1000 ML calcium chloride 0.2 MG/ML / lactate 3.1 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML Injectable Solution [HARTMANN] by JW,RxNorm Extension,hartmann,balanced
42918204,OMOP4645088,1000 ML Calcium Chloride 0.2 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANN CJ],RxNorm Extension,hartmann,balanced
42918206,OMOP4645090,1000 ML Calcium Chloride 0.2 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANNS],RxNorm Extension,hartmann,balanced
42918562,OMOP4645446,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [B.BRAUN HARTMANNS],RxNorm Extension,hartmann,balanced
2024747,OMOP4923330,500 ML calcium chloride 0.2 MG/ML / glucose 50 MG/ML / lactate 6.24 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML Injectable Solution [DAIHAN HARTMANN DEX],RxNorm Extension,hartmann,balanced
2024748,OMOP4923331,500 ML calcium chloride 0.2 MG/ML / glucose 50 MG/ML / lactate 6.24 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML Injectable Solution [DAIHAN HARTMANN DEX] by Daihan,RxNorm Extension,hartmann,balanced
42918555,OMOP4645439,500 ML Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.24 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANN D CJ],RxNorm Extension,hartmann,balanced
2024749,OMOP4923332,500 ML calcium chloride 0.2 MG/ML / glucose 50 MG/ML / lactate 6.24 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML Injectable Solution [HARTMANN DEX],RxNorm Extension,hartmann,balanced
2024751,OMOP4923333,500 ML calcium chloride 0.2 MG/ML / glucose 50 MG/ML / lactate 6.24 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML Injectable Solution [HARTMANN DEX] by JW,RxNorm Extension,hartmann,balanced
42918556,OMOP4645440,500 ML Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.24 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANNDEX DAIHAN],RxNorm Extension,hartmann,balanced
42918554,OMOP4645438,500 ML Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.24 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANNS DEX],RxNorm Extension,hartmann,balanced
42918559,OMOP4645443,500 ML Calcium Chloride 0.2 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANN],RxNorm Extension,hartmann,balanced
2024667,OMOP4923254,500 ML calcium chloride 0.2 MG/ML / lactate 3.1 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML Injectable Solution [HARTMANN] by Daihan,RxNorm Extension,hartmann,balanced
2024668,OMOP4923255,500 ML calcium chloride 0.2 MG/ML / lactate 3.1 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML Injectable Solution [HARTMANN] by JW,RxNorm Extension,hartmann,balanced
42918558,OMOP4645442,500 ML Calcium Chloride 0.2 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANN CJ],RxNorm Extension,hartmann,balanced
42918560,OMOP4645444,500 ML Calcium Chloride 0.2 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANNS],RxNorm Extension,hartmann,balanced
42904785,OMOP4631707,B.BRAUN HARTMANNS,RxNorm Extension,hartmann,balanced
42957626,OMOP4684150,Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML [B.BRAUN HARTMANNS],RxNorm Extension,hartmann,balanced
42957625,OMOP4684149,Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [B.BRAUN HARTMANNS],RxNorm Extension,hartmann,balanced
2054344,OMOP4954958,calcium chloride 0.2 MG/ML / glucose 50 MG/ML / lactate 6.1 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML [DAIHAN HARTMANN DEX],RxNorm Extension,hartmann,balanced
42957610,OMOP4684136,Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML [HARTMANN D CJ],RxNorm Extension,hartmann,balanced
2054346,OMOP4954959,calcium chloride 0.2 MG/ML / glucose 50 MG/ML / lactate 6.1 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML [HARTMANN DEX],RxNorm Extension,hartmann,balanced
42957611,OMOP4684137,Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML [HARTMANNDEX DAIHAN],RxNorm Extension,hartmann,balanced
42957609,OMOP4684135,Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML [HARTMANNS DEX],RxNorm Extension,hartmann,balanced
2054342,OMOP4954956,calcium chloride 0.2 MG/ML / glucose 50 MG/ML / lactate 6.1 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML Injectable Solution [DAIHAN HARTMANN DEX],RxNorm Extension,hartmann,balanced
42957607,OMOP4684133,Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANN D CJ],RxNorm Extension,hartmann,balanced
2054343,OMOP4954957,calcium chloride 0.2 MG/ML / glucose 50 MG/ML / lactate 6.1 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML Injectable Solution [HARTMANN DEX],RxNorm Extension,hartmann,balanced
42957608,OMOP4684134,Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANNDEX DAIHAN],RxNorm Extension,hartmann,balanced
42957606,OMOP4684132,Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANNS DEX],RxNorm Extension,hartmann,balanced
2054339,OMOP4954954,calcium chloride 0.2 MG/ML / glucose 50 MG/ML / lactate 6.24 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML [DAIHAN HARTMANN DEX],RxNorm Extension,hartmann,balanced
42957603,OMOP4684129,Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.24 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML [HARTMANN D CJ],RxNorm Extension,hartmann,balanced
2054340,OMOP4954955,calcium chloride 0.2 MG/ML / glucose 50 MG/ML / lactate 6.24 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML [HARTMANN DEX],RxNorm Extension,hartmann,balanced
42957604,OMOP4684130,Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.24 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML [HARTMANNDEX DAIHAN],RxNorm Extension,hartmann,balanced
42957602,OMOP4684128,Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.24 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML [HARTMANNS DEX],RxNorm Extension,hartmann,balanced
2054337,OMOP4954952,calcium chloride 0.2 MG/ML / glucose 50 MG/ML / lactate 6.24 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML Injectable Solution [DAIHAN HARTMANN DEX],RxNorm Extension,hartmann,balanced
42957600,OMOP4684126,Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.24 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANN D CJ],RxNorm Extension,hartmann,balanced
2054338,OMOP4954953,calcium chloride 0.2 MG/ML / glucose 50 MG/ML / lactate 6.24 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML Injectable Solution [HARTMANN DEX],RxNorm Extension,hartmann,balanced
42957601,OMOP4684127,Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.24 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANNDEX DAIHAN],RxNorm Extension,hartmann,balanced
42957598,OMOP4684125,Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.24 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANNS DEX],RxNorm Extension,hartmann,balanced
42957622,OMOP4684146,Calcium Chloride 0.2 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML [HARTMANN],RxNorm Extension,hartmann,balanced
42957621,OMOP4684145,Calcium Chloride 0.2 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML [HARTMANN CJ],RxNorm Extension,hartmann,balanced
42957623,OMOP4684147,Calcium Chloride 0.2 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML [HARTMANNS],RxNorm Extension,hartmann,balanced
42957619,OMOP4684143,Calcium Chloride 0.2 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANN],RxNorm Extension,hartmann,balanced
42957618,OMOP4684142,Calcium Chloride 0.2 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANN CJ],RxNorm Extension,hartmann,balanced
42957620,OMOP4684144,Calcium Chloride 0.2 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANNS],RxNorm Extension,hartmann,balanced
2054347,OMOP4954960,calcium chloride / glucose / lactate / potassium chloride / sodium chloride Injectable Solution [DAIHAN HARTMANN DEX],RxNorm Extension,hartmann,balanced
42957613,OMOP4684139,Calcium Chloride / Glucose / Lactate / Potassium Chloride / Sodium Chloride Injectable Solution [HARTMANN D CJ],RxNorm Extension,hartmann,balanced
2054348,OMOP4954961,calcium chloride / glucose / lactate / potassium chloride / sodium chloride Injectable Solution [HARTMANN DEX],RxNorm Extension,hartmann,balanced
42957616,OMOP4684140,Calcium Chloride / Glucose / Lactate / Potassium Chloride / Sodium Chloride Injectable Solution [HARTMANNDEX DAIHAN],RxNorm Extension,hartmann,balanced
42957612,OMOP4684138,Calcium Chloride / Glucose / Lactate / Potassium Chloride / Sodium Chloride Injectable Solution [HARTMANNS DEX],RxNorm Extension,hartmann,balanced
43760921,OMOP910425,Calcium Chloride Injectable Solution [Ringer-Lactat Nach Hartmann B. Braun],RxNorm Extension,hartmann,balanced
42957627,OMOP4684151,Calcium Chloride / Lactate / Potassium Chloride / Sodium Chloride Injectable Solution [B.BRAUN HARTMANNS],RxNorm Extension,hartmann,balanced
42957629,OMOP4684153,Calcium Chloride / Lactate / Potassium Chloride / Sodium Chloride Injectable Solution [HARTMANN],RxNorm Extension,hartmann,balanced
42957628,OMOP4684152,Calcium Chloride / Lactate / Potassium Chloride / Sodium Chloride Injectable Solution [HARTMANN CJ],RxNorm Extension,hartmann,balanced
42957630,OMOP4684154,Calcium Chloride / Lactate / Potassium Chloride / Sodium Chloride Injectable Solution [HARTMANNS],RxNorm Extension,hartmann,balanced
2016621,OMOP4914727,DAIHAN HARTMANN DEX,RxNorm Extension,hartmann,balanced
40820559,OMOP2018521,Hartmann,RxNorm Extension,hartmann,balanced
42914390,OMOP4641312,HARTMANN,RxNorm Extension,hartmann,balanced
42905717,OMOP4632639,HARTMANN CJ,RxNorm Extension,hartmann,balanced
42908820,OMOP4635742,HARTMANN D CJ,RxNorm Extension,hartmann,balanced
2017678,OMOP4915842,HARTMANN DEX,RxNorm Extension,hartmann,balanced
42910234,OMOP4637155,HARTMANNDEX DAIHAN,RxNorm Extension,hartmann,balanced
42914391,OMOP4641313,HARTMANNS,RxNorm Extension,hartmann,balanced
43254509,OMOP572398,Hartmann'S Baxter,RxNorm Extension,hartmann,balanced
42905718,OMOP4632640,HARTMANNS DEX,RxNorm Extension,hartmann,balanced
43254553,OMOP572446,Hartmann'S Fresenius Kabi,RxNorm Extension,hartmann,balanced
43578705,OMOP897751,Kreuz-Apotheke Hans Hartmann,RxNorm Extension,hartmann,balanced
43579382,OMOP898770,Loquitz-Apotheke Ingrid Hartmann,RxNorm Extension,hartmann,balanced
35742044,OMOP2743505,Paul Hartmann Ltd,RxNorm Extension,hartmann,balanced
21020567,OMOP338646,Paul Hartmann Ltd,RxNorm Extension,hartmann,balanced
43689502,OMOP656542,Potassium Chloride Injectable Solution [Ringer-Lactat Nach Hartmann B. Braun],RxNorm Extension,hartmann,balanced
43580370,OMOP899704,Reusrather-Apothek G. Hartmann-Crahs,RxNorm Extension,hartmann,balanced
43575067,OMOP894199,Ringer-Lactat Nach Hartmann B. Braun,RxNorm Extension,hartmann,balanced
43671772,OMOP685799,Sodium Chloride Injectable Solution [Ringer-Lactat Nach Hartmann B. Braun],RxNorm Extension,hartmann,balanced
43578947,OMOP898012,Yburg-Apotheke U.Hartmann-Foehr,RxNorm Extension,hartmann,balanced
43287120,OMOP569318,1000 ML Glucose 0.05 MG/ML / magnesium acetate 0.00032 MG/ML / Potassium Acetate 0.00128 MG/ML / Sodium Chloride 0.00234 MG/ML Injection [Plasma-lyte],RxNorm Extension,plasmalyte,balanced
43520195,OMOP2807310,1000 ML Glucose 0.05 MG/ML / magnesium acetate 0.00032 MG/ML / Potassium Acetate 0.00128 MG/ML / Sodium Chloride 0.00234 MG/ML Injection [Plasma-lyte] Box of 1,RxNorm Extension,plasmalyte,balanced
43297902,OMOP569319,1000 ML Glucose 0.05 MG/ML / magnesium acetate 0.00032 MG/ML / Potassium Acetate 0.00128 MG/ML / Sodium Chloride 0.00234 MG/ML Injection [Plasma-lyte] Box of 12,RxNorm Extension,plasmalyte,balanced
2902677,OMOP5119529,1000 ML glucose 0.05 MG/ML / magnesium chloride 0.0003 MG/ML / potassium chloride 0.00037 MG/ML / sodium acetate 0.00368 MG/ML / sodium chloride 0.00526 MG/ML / sodium gluconate 0.00502 MG/ML Injection [Plasma-Lyte R],RxNorm Extension,plasmalyte,balanced
2902676,OMOP5119528,1000 ML glucose 0.05 MG/ML / magnesium chloride 0.0003 MG/ML / potassium chloride 0.00037 MG/ML / sodium acetate 0.00368 MG/ML / sodium chloride 0.00526 MG/ML / sodium gluconate 0.00502 MG/ML Injection [Plasma-Lyte R] Box of 12,RxNorm Extension,plasmalyte,balanced
43276272,OMOP569274,1000 ML Glucose 0.05 MG/ML / Magnesium Chloride 0.0003 MG/ML / Potassium Chloride 0.00037 MG/ML / Sodium Acetate Trihydrate 0.00368 MG/ML / Sodium Chloride 0.00526 MG/ML / Sodium gluconate 0.00502 MG/ML Injection [Plasma-Lyte R],RxNorm Extension,plasmalyte,balanced
